CustomerID,Age,Gender,Tenure_Months,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
82,48,Female,58,8301.72,3,0,1,62085.01,0
83,65,Female,26,30673.66,2,1,1,119475.2,0
84,32,Female,46,18155.04,2,0,1,38610.98,0
85,25,Female,29,44859.32,1,0,0,105503.1,0
86,31,Male,4,8442.71,2,1,1,103403.91,0
87,40,Female,13,25352.56,2,1,0,23324.07,0
88,57,Male,39,29905.63,3,0,1,122436.12,0
89,38,Female,15,1669.18,2,1,1,137422.25,0
90,33,Female,29,18184.66,3,1,0,54763.99,0
91,62,Male,29,36631.76,3,0,0,125610.79,0
92,35,Female,32,41018.88,2,0,0,30712.78,0
93,64,Female,2,15658.1,1,1,0,97995.82,0
94,41,Female,47,39929.66,1,0,1,83134.09,0
95,43,Male,22,48387.79,4,0,0,90970.06,0
96,42,Female,27,42843.7,4,0,1,140406.68,0
97,62,Male,67,5882.2,2,0,0,133270.98,0
98,58,Female,56,36986.52,1,0,0,122060.88,0
99,46,Male,21,15983.34,3,0,1,55580.8,0
100,32,Male,47,49420.8,4,0,1,138536.42,0
101,62,Female,59,24267.95,3,1,0,32676.0,0
102,18,Female,6,6121.69,4,0,1,130932.8,0
103,42,Male,19,36259.28,2,1,1,62660.81,0
104,24,Male,57,16150.56,1,1,1,26990.4,0
105,26,Female,69,49853.91,4,1,1,107016.41,0
106,41,Male,3,48989.12,1,0,1,50066.39,0
107,18,Female,1,32806.7,3,0,1,51664.25,0
108,61,Female,58,6491.32,2,1,1,59786.13,0
109,25,Female,38,34343.05,1,0,1,28279.02,0
110,41,Female,15,4651.52,2,1,0,43026.53,0
111,28,Male,34,1468.21,1,0,1,20668.15,0
112,68,Female,61,41147.92,3,0,0,77903.24,0
113,34,Male,35,10487.65,3,1,1,30953.2,0
114,25,Female,64,18951.36,2,1,1,108744.84,0
115,52,Male,25,48672.87,3,1,1,50630.97,0
116,52,Female,24,16842.03,4,0,1,142664.64,0
117,50,Male,12,14824.49,1,1,0,133262.71,0
118,22,Male,18,45910.4,3,0,0,57627.32,0
119,59,Female,15,5537.42,4,0,1,121818.01,0
120,56,Female,27,37979.12,2,0,0,124421.84,0
121,58,Female,60,49403.28,4,1,1,148253.2,0
122,45,Female,46,45064.8,2,1,1,97719.2,0
123,24,Male,17,32583.4,2,1,0,30655.55,0
124,26,Female,53,15703.04,1,0,0,104088.84,0
125,25,Male,8,12716.1,1,0,1,101247.37,0
126,29,Male,27,40962.76,4,1,1,102985.58,0
127,51,Female,46,43991.1,1,0,0,59928.93,0
128,50,Male,50,26271.75,1,0,1,131758.35,0
129,65,Male,71,12217.0,1,1,0,144731.38,0
130,40,Male,3,5647.16,4,1,1,48302.63,0
131,41,Male,64,4358.97,3,1,1,31459.78,0
132,54,Female,44,35953.87,1,0,0,45289.55,0
133,52,Female,53,21005.94,1,0,0,126671.78,0
134,61,Female,24,45267.99,4,0,0,107963.8,0
135,57,Female,60,36983.57,3,0,1,102686.15,0
136,39,Male,3,9563.02,1,0,1,72233.11,0
137,44,Male,20,30688.87,2,1,1,95117.64,0
138,52,Female,46,21775.27,4,0,1,60023.64,0
139,18,Female,15,28862.49,1,0,0,82036.01,0
140,52,Female,25,36903.46,1,0,1,123098.19,0
141,54,Male,71,40309.79,2,1,1,147561.41,0
142,64,Female,17,42186.87,2,1,1,141223.56,0
143,31,Female,9,12698.74,4,1,0,141402.57,0
144,20,Female,38,1555.78,4,0,1,72289.09,0
145,18,Male,48,36964.74,2,1,1,80942.68,0
146,22,Male,60,5317.19,4,1,0,111732.6,0
147,43,Male,63,15745.98,2,1,1,139884.95,0
148,31,Male,2,190.86,1,0,1,38459.25,0
149,56,Male,11,34083.47,2,1,0,59551.44,0
150,44,Male,64,8356.6,2,0,1,38102.09,0
151,26,Male,21,32764.12,3,0,1,99561.11,0
152,32,Male,18,49587.13,2,1,1,59819.13,0
153,32,Female,64,3633.54,2,0,0,62394.02,0
154,43,Female,38,3853.9,3,1,1,29219.07,0
155,59,Male,32,17019.0,4,0,1,65473.49,0
156,30,Male,11,43319.33,3,1,0,132124.55,0
157,68,Female,45,10776.49,1,1,0,50299.47,0
158,49,Male,33,18018.89,3,1,1,110374.37,0
159,56,Male,41,3425.27,1,0,1,101851.68,0
160,66,Male,8,38157.76,4,1,1,132253.0,0
161,69,Female,11,20415.32,3,0,1,37197.43,0
162,49,Female,51,37962.44,3,1,0,147086.69,0
163,21,Female,41,45180.39,4,0,1,95741.72,0
164,47,Female,17,11638.16,1,0,0,149411.64,0
165,54,Female,46,40369.8,3,1,0,138496.91,0
166,40,Male,32,2954.69,1,1,1,48797.25,0
167,56,Female,54,44942.37,3,1,1,27301.06,0
168,62,Male,20,32538.43,2,1,0,53233.08,0
169,32,Male,33,43711.34,3,1,0,88583.27,0
170,60,Female,40,9.42,4,0,1,42307.53,0
171,46,Female,32,8454.05,4,1,0,41769.77,0
172,53,Male,2,19487.97,1,1,1,80137.16,0
173,30,Male,33,18975.15,3,0,1,24324.84,0
174,49,Male,30,11336.52,1,1,0,35845.45,0
175,24,Female,33,19080.6,1,1,0,74061.97,0
176,68,Female,26,6442.44,2,0,1,28206.89,0
177,39,Female,22,20638.06,2,1,0,71578.16,0
178,45,Female,66,40117.72,4,1,1,81620.81,0
179,19,Female,38,23953.5,1,1,1,78664.66,0
180,59,Male,46,900.0,4,0,1,132992.73,0
181,62,Female,15,21072.2,3,1,0,88908.12,0
182,23,Male,44,1358.75,1,0,1,80837.46,0
183,45,Male,49,48312.17,1,1,1,73392.2,0
184,45,Male,61,6372.7,3,0,1,126291.04,0
185,61,Female,67,35384.42,3,1,1,136357.36,0
186,61,Female,6,48638.82,4,0,1,130921.52,0
187,37,Female,9,41301.95,4,0,1,107561.06,0
188,47,Male,6,34965.77,3,0,1,37857.03,0
189,28,Male,32,41973.05,4,0,1,55993.1,0
190,45,Male,41,49089.93,3,0,1,25988.2,0
191,42,Male,8,31067.22,1,0,1,141007.13,0
192,56,Male,50,27959.24,1,1,1,105903.81,0
193,50,Male,62,31411.91,2,1,0,117027.17,0
194,18,Female,62,26633.79,1,0,1,60504.33,0
195,44,Female,7,31754.46,3,0,1,129934.96,0
196,69,Female,4,22492.11,4,0,1,53748.43,0
197,30,Female,6,10922.16,2,0,0,20213.69,0
198,58,Male,58,6012.36,4,1,1,68933.95,0
199,20,Male,22,3417.05,3,0,0,94198.99,0
200,56,Female,26,13165.79,1,1,1,82231.63,0
201,23,Male,3,2306.18,2,1,1,132069.9,0
202,25,Female,41,28358.54,3,0,0,33702.69,0
203,44,Female,60,14191.42,2,0,1,91997.05,0
204,26,Female,14,41226.74,2,1,0,86687.32,0
205,54,Male,12,3712.04,1,1,0,56581.09,0
206,50,Female,12,11317.57,3,0,1,126889.65,0
207,68,Female,13,36512.31,4,0,1,117870.33,0
208,59,Female,25,29940.41,2,0,1,115271.69,0
209,61,Male,45,3224.56,2,1,1,133905.02,0
210,41,Male,19,43861.97,4,1,0,113962.0,0
211,32,Female,55,43863.09,3,0,0,50139.37,0
212,49,Male,45,16520.4,2,1,1,111723.15,0
213,49,Male,8,17020.29,2,1,0,60001.37,0
214,41,Male,53,49451.42,2,0,0,51482.7,0
215,58,Male,55,31308.81,3,0,1,29490.47,0
216,69,Male,32,26565.83,3,1,0,116723.72,0
217,66,Male,51,41907.61,4,1,0,112430.13,0
218,66,Male,44,14264.52,3,0,1,50484.93,0
219,69,Male,70,21459.13,3,0,0,117419.27,0
220,29,Male,18,13388.83,1,0,1,139319.31,0
221,56,Male,22,39458.04,4,0,0,34043.76,0
222,19,Female,37,28667.47,2,0,1,50242.76,0
223,20,Female,56,32941.25,3,1,0,117533.9,0
224,66,Male,59,12615.36,2,1,0,55685.87,0
225,54,Female,3,11011.27,2,1,1,101206.32,0
226,66,Female,28,24418.73,1,1,1,30551.35,0
227,34,Male,35,36878.29,3,0,1,78786.32,0
228,66,Male,61,26261.99,4,0,1,116081.88,0
229,19,Male,54,1632.28,3,0,0,109246.81,0
230,19,Female,63,43427.58,2,1,0,125959.37,0
231,45,Female,7,3234.34,4,1,0,134068.78,1
232,40,Male,49,47791.22,3,1,1,120513.86,0
233,54,Male,31,1257.1,2,0,0,107306.41,0
234,49,Male,58,34722.52,2,1,0,24123.92,0
235,50,Female,61,4110.35,1,0,1,89545.67,0
236,18,Female,24,45533.83,1,0,1,24900.7,0
237,36,Female,20,23221.66,1,0,0,125048.82,0
238,19,Female,37,6876.19,2,0,1,61694.19,0
239,61,Male,4,17040.78,3,0,0,93115.82,0
240,43,Male,20,8241.23,1,0,0,56327.89,0
241,49,Male,60,8529.1,3,1,1,121725.02,0
242,23,Male,24,47405.42,1,0,0,135245.33,0
243,49,Female,50,22262.31,4,0,1,71823.52,0
244,21,Female,49,39440.11,4,1,1,132179.91,0
245,28,Male,51,31980.28,1,0,0,54719.75,0
246,34,Male,36,33821.32,2,1,0,89505.92,0
247,55,Female,66,6584.67,1,1,0,131638.99,0
248,41,Male,34,11709.22,1,1,1,62364.57,0
249,22,Female,36,39337.52,2,0,0,144025.49,0
250,69,Male,6,48538.31,4,0,1,35844.34,0
251,51,Male,39,13133.78,3,1,1,22375.76,0
252,23,Male,42,13578.44,1,0,0,137537.6,0
253,39,Male,58,23644.86,2,0,1,28924.33,0
254,28,Male,12,49192.02,1,1,0,148945.6,0
255,65,Male,3,13447.95,2,1,0,143681.59,0
256,33,Male,18,20348.6,3,0,0,37812.72,0
257,50,Female,40,44574.0,3,1,0,89886.0,0
258,26,Female,21,146.05,4,1,0,44039.64,0
259,23,Female,15,1988.3,2,1,0,75660.17,0
260,33,Female,26,30203.58,2,0,0,27985.27,0
261,46,Female,8,45369.01,4,0,1,49110.2,0
262,20,Male,42,11942.83,4,0,0,67225.46,0
263,37,Male,44,23482.09,2,1,1,77024.18,0
264,53,Female,14,22523.27,4,0,1,147074.51,0
265,36,Male,2,23648.57,3,1,1,125022.53,0
266,43,Female,37,31125.98,1,0,0,115863.29,0
267,20,Female,69,23487.19,3,0,1,89815.37,0
268,36,Male,38,22373.41,4,1,1,129199.71,0
269,37,Male,41,23714.42,2,0,0,64111.97,0
270,49,Male,62,29543.37,2,1,0,112156.88,0
271,24,Female,60,26850.37,3,0,1,149191.92,0
272,69,Male,14,42706.8,2,0,0,60901.76,0
273,58,Female,2,2474.84,4,1,0,107622.28,1
274,50,Female,70,41665.85,3,1,0,129760.93,0
275,57,Female,17,42196.23,2,1,0,139054.99,0
276,56,Male,28,14245.4,1,0,1,113331.25,0
277,35,Male,66,23142.6,1,0,0,56869.03,0
278,57,Female,35,21926.92,4,0,0,62416.68,0
279,18,Male,5,10925.49,2,1,0,22698.54,0
280,28,Male,65,19839.84,4,1,1,118915.18,0
281,45,Male,40,2219.39,3,1,1,25556.15,0
282,42,Female,56,13891.1,1,0,0,132404.81,0
283,67,Female,36,40834.11,3,0,0,35425.88,0
284,40,Male,45,14228.12,2,1,1,42343.95,0
285,48,Female,23,40910.33,4,0,0,81948.44,0
286,47,Male,47,26579.97,4,1,0,115924.45,0
287,59,Male,31,43993.13,4,0,1,38070.29,0
288,52,Male,11,28738.98,3,0,0,77209.24,0
289,24,Male,10,1483.41,1,1,0,82770.67,1
290,33,Female,67,33771.01,3,0,1,47597.13,0
291,43,Female,14,2242.68,3,0,1,35022.59,0
292,65,Female,10,22529.85,2,1,0,128734.72,0
293,69,Male,1,46471.33,2,1,1,85320.53,0
294,66,Male,5,8260.2,2,0,0,21869.56,1
295,19,Male,20,19493.62,1,1,0,124387.57,0
296,18,Female,8,36493.02,1,0,0,147503.19,0
297,65,Male,43,44112.93,2,1,1,98770.41,0
298,29,Female,1,33547.15,2,0,1,85482.09,0
299,22,Female,57,12908.66,1,0,0,134194.06,0
300,54,Female,64,33730.39,4,1,0,143827.18,0
301,49,Female,28,14836.38,1,0,1,118089.8,0
302,26,Female,37,35921.46,1,0,1,77908.88,0
303,58,Female,47,47701.66,1,1,1,96988.78,0
304,52,Male,37,36069.67,2,1,0,111121.6,0
305,36,Male,49,43144.03,4,0,1,45255.56,0
306,65,Female,44,105.19,1,1,1,78136.13,0
307,33,Female,56,35878.61,2,1,0,127876.76,0
308,20,Male,28,41479.38,3,0,0,105114.3,0
309,37,Female,6,2027.94,3,0,0,73456.53,1
310,41,Female,61,43579.89,1,1,1,106237.13,0
311,50,Male,20,12834.71,3,1,0,35368.91,0
312,41,Female,2,33264.61,4,1,0,72194.69,0
313,69,Female,37,40017.74,3,0,0,123106.71,0
314,28,Female,20,33133.23,3,0,0,48666.14,0
315,66,Male,26,4614.24,4,0,1,44175.0,0
316,25,Male,29,29816.08,1,0,0,143606.43,0
317,53,Male,1,27479.18,1,0,1,47286.69,0
318,55,Female,35,45016.06,4,0,1,53919.42,0
319,57,Female,70,20211.99,4,0,1,146050.07,0
320,37,Male,59,16054.05,4,1,0,115512.11,0
321,52,Female,69,37492.54,3,1,1,110947.55,0
322,65,Female,33,20633.77,4,0,0,130880.43,0
323,42,Female,51,32304.81,2,0,0,35057.0,0
324,52,Female,12,32322.5,3,0,0,111774.31,0
325,42,Female,20,44401.95,1,1,1,85479.52,0
326,46,Male,53,29934.62,1,0,0,127789.58,0
327,35,Female,43,25107.68,1,1,0,86058.42,0
328,63,Male,50,6943.57,3,1,0,100631.38,0
329,35,Female,29,5786.88,2,1,1,82106.48,0
330,19,Male,57,7716.08,4,1,1,82160.66,0
331,52,Female,39,8592.42,4,1,1,119836.1,0
332,33,Male,56,31893.85,1,0,0,101713.63,0
333,58,Female,43,37049.06,1,0,1,102324.22,0
334,53,Male,50,26499.58,3,1,0,78536.72,0
335,50,Female,23,41450.89,2,0,0,89044.23,0
336,21,Male,44,49563.16,4,1,1,116943.3,0
337,50,Female,38,41000.63,3,1,0,127372.32,0
338,31,Male,23,34744.12,4,0,1,110552.98,0
339,38,Male,45,26624.63,1,0,0,140129.49,0
340,65,Female,52,22442.65,4,0,1,126642.13,0
341,37,Female,50,4219.62,2,0,0,93042.29,0
342,25,Male,8,19968.44,2,0,0,107282.79,0
343,24,Female,1,45506.73,1,1,0,140420.08,0
344,20,Male,8,40401.13,2,0,0,100491.85,0
345,34,Male,29,10802.57,2,0,0,127224.9,0
346,50,Male,5,23330.39,3,0,1,109545.37,0
347,65,Female,47,40836.16,4,1,0,91751.73,0
348,29,Male,34,3369.23,1,0,1,51438.97,0
349,68,Male,65,19369.63,1,1,1,75379.68,0
350,39,Female,55,42592.06,1,0,1,145806.57,0
351,39,Female,43,20194.89,1,0,0,105509.5,0
352,63,Female,30,3880.73,1,1,0,93371.4,0
353,47,Female,17,27126.72,2,0,0,141284.36,0
354,55,Male,26,43087.12,3,0,1,96246.53,0
355,55,Male,8,29514.28,1,1,0,88390.73,0
356,62,Male,47,11313.96,3,0,0,118710.41,0
357,68,Male,46,19211.98,3,1,1,112646.53,0
358,25,Female,68,22506.17,2,1,1,45110.8,0
359,44,Male,33,28963.32,1,1,1,81270.08,0
360,44,Male,1,37967.55,2,1,1,81427.01,0
361,51,Female,19,4943.68,1,1,1,69169.19,0
362,38,Male,31,44482.6,2,0,1,87248.15,0
363,47,Male,14,615.49,3,0,0,73703.96,0
364,50,Male,53,18502.62,1,0,1,45914.91,0
365,45,Male,48,1371.02,4,1,0,73607.64,0
366,64,Male,69,19648.71,3,1,0,29396.0,0
367,50,Male,62,26290.63,4,1,0,94852.16,0
368,22,Female,66,25584.07,3,1,1,130975.09,0
369,65,Female,64,8281.42,2,0,0,114287.32,0
370,36,Male,70,32287.03,1,0,1,66851.23,0
371,21,Male,63,2238.92,3,1,1,31319.26,0
372,52,Female,33,38095.34,2,1,0,46279.42,0
373,66,Male,41,47332.22,1,0,1,90913.74,0
374,34,Male,48,16988.44,1,1,0,46917.42,0
375,61,Male,13,25861.97,3,1,0,90716.5,0
376,45,Female,31,18945.51,1,1,1,50107.87,0
377,47,Male,68,335.52,3,0,0,130360.1,0
378,46,Female,4,19293.73,1,0,0,71645.29,0
379,63,Male,19,39586.01,4,1,0,51921.58,0
380,23,Female,70,29799.44,2,0,1,125602.4,0
381,52,Female,13,5063.0,4,1,0,64569.07,0
382,58,Male,23,42356.97,3,1,1,34493.4,0
383,54,Female,1,26554.27,4,0,1,94153.23,0
384,41,Male,54,42086.17,3,1,0,95603.35,0
385,46,Female,71,29011.08,1,1,0,112910.44,0
386,66,Male,15,27984.42,1,0,1,51228.53,0
387,63,Male,65,5262.96,3,1,1,77690.27,0
388,48,Female,71,8367.99,4,1,0,56707.83,0
389,52,Male,15,48601.26,1,1,0,30523.99,0
390,50,Male,21,11424.34,2,0,1,133959.8,0
391,69,Female,19,48872.61,1,1,1,114753.07,0
392,38,Male,60,26595.64,2,0,1,59190.2,0
393,49,Male,33,6789.45,4,1,1,97918.49,0
394,40,Female,49,4965.11,2,1,1,46164.29,0
395,50,Female,35,10443.2,2,1,0,135730.76,0
396,20,Male,44,46281.87,2,1,1,34937.82,0
397,35,Male,11,20707.51,2,0,1,20498.83,0
398,42,Female,66,19771.71,1,0,0,85261.07,0
399,59,Female,46,15660.31,2,1,0,95806.62,0
400,48,Male,9,7353.09,1,1,1,95265.49,0
401,20,Female,3,24392.56,2,1,1,27086.55,0
402,57,Male,26,6502.39,3,1,0,60825.69,0
403,63,Male,48,41774.01,4,1,1,84895.86,0
404,41,Male,66,18519.85,2,1,1,48155.29,0
405,67,Male,70,18740.18,3,1,0,133441.37,0
406,49,Male,28,23700.32,2,1,1,31324.21,0
407,64,Female,26,22206.39,2,0,0,83359.98,0
408,39,Female,25,49742.9,2,0,0,109884.09,0
409,40,Female,12,27269.06,3,0,0,54027.64,0
410,19,Female,5,4410.09,4,1,0,101151.3,1
411,44,Male,48,30343.87,3,1,1,127820.07,0
412,59,Male,37,7579.21,4,1,0,44743.81,0
413,19,Male,44,1546.88,2,0,1,139238.68,0
414,43,Male,15,48537.11,1,1,1,91962.61,0
415,34,Female,43,38676.94,2,0,1,58900.16,0
416,57,Male,48,49005.45,4,1,1,76011.58,0
417,50,Male,70,23893.92,3,0,1,60584.94,0
418,26,Female,46,26612.88,2,0,0,114264.45,0
419,60,Female,43,8416.85,3,0,0,123519.09,0
420,65,Female,21,12345.37,3,1,0,128281.86,0
421,56,Female,23,41927.46,3,0,0,148149.87,0
422,46,Male,47,17809.28,2,1,1,122866.96,0
423,59,Male,15,41340.75,3,1,0,98179.93,0
424,43,Female,25,35450.69,3,1,1,64098.64,0
425,52,Male,36,8858.55,2,1,1,90797.41,0
426,67,Male,51,25372.32,3,1,0,25338.86,0
427,42,Male,15,33869.37,2,0,0,116827.26,0
428,41,Female,68,11751.86,4,1,0,77974.22,0
429,30,Male,21,41534.43,4,1,0,22603.02,0
430,24,Female,13,27241.38,4,1,1,28125.9,0
431,53,Male,19,8262.1,3,1,1,70370.64,0
432,62,Male,34,29149.22,1,1,0,95844.8,0
433,37,Male,68,49985.69,1,0,1,80346.51,0
434,18,Female,52,7526.07,3,0,1,100496.56,0
435,25,Male,27,40837.85,1,1,1,82438.25,0
436,63,Female,29,10365.45,2,0,0,106021.5,0
437,33,Female,28,39119.42,1,0,1,48486.39,0
438,31,Female,35,36728.9,3,1,0,34669.61,0
439,29,Male,8,15024.47,3,0,0,97536.41,0
440,68,Male,16,16291.16,2,1,1,83009.64,0
441,40,Male,36,39626.07,4,0,1,23492.8,0
442,32,Male,30,23072.28,3,0,0,69462.65,0
443,45,Female,18,36540.9,2,0,1,33796.33,0
444,51,Female,2,7399.21,1,1,1,89076.39,0
445,19,Female,49,42627.89,1,0,0,71451.1,0
446,49,Male,4,35544.24,2,0,0,99709.75,0
447,40,Female,7,45347.14,2,1,0,124728.29,0
448,39,Male,39,6618.62,3,1,0,58956.93,0
449,68,Female,13,29650.73,1,0,1,145073.27,0
450,42,Male,31,29956.03,2,1,1,89632.49,0
451,39,Male,71,17673.04,1,0,0,100377.8,0
452,39,Female,63,22923.32,2,0,0,108487.41,0
453,66,Female,56,1899.08,1,1,0,106675.1,0
454,69,Female,42,37293.0,4,1,1,86426.2,0
455,59,Female,61,27466.12,3,1,0,75739.36,0
456,23,Male,42,2887.05,1,0,1,26991.66,0
457,32,Female,56,34037.79,4,1,0,22871.16,0
458,60,Female,36,23339.1,1,0,0,66534.96,0
459,54,Female,68,1723.06,1,1,0,63375.92,0
460,50,Male,7,48480.39,4,0,1,70400.37,0
461,25,Male,54,47455.61,1,1,1,37987.87,0
462,61,Female,1,25645.12,1,0,1,115961.88,0
463,61,Male,44,4683.62,3,1,0,131405.37,0
464,22,Female,45,37731.06,4,0,1,142032.9,0
465,56,Male,47,24596.56,4,1,1,84007.1,0
466,21,Male,13,15122.37,2,1,0,111112.54,0
467,23,Male,22,24570.91,1,0,0,131221.65,0
468,62,Male,21,26122.21,3,1,1,74377.84,0
469,49,Female,9,28135.58,1,0,1,60223.66,0
470,69,Female,26,22061.19,1,0,1,141774.19,0
471,47,Female,9,30287.77,2,1,1,87037.95,0
472,64,Male,15,45936.74,1,0,0,84643.01,0
473,52,Female,10,18113.4,3,1,0,43194.09,0
474,57,Female,42,36285.82,3,1,0,34060.15,0
475,69,Female,24,44722.63,2,0,1,129473.89,0
476,33,Male,49,22798.96,1,1,1,99837.31,0
477,30,Male,26,22172.79,3,0,0,62357.2,0
478,67,Male,37,30105.85,1,0,0,44925.71,0
479,59,Female,68,29570.34,1,1,1,92214.65,0
480,47,Female,50,40329.47,1,1,1,95909.51,0
481,36,Female,24,23824.17,2,0,0,46909.17,0
482,34,Male,19,49806.15,1,0,0,130682.75,0
483,36,Male,60,2973.58,3,1,0,30954.37,0
484,45,Female,39,158.39,1,1,1,66292.1,0
485,43,Male,18,32009.92,3,1,1,108449.97,0
486,54,Male,19,14921.75,1,1,1,55635.65,0
487,43,Male,36,12019.12,3,0,1,127597.78,0
488,40,Male,55,15594.95,3,1,1,116182.82,0
489,26,Female,69,12802.38,1,0,1,122572.97,0
490,29,Male,47,1539.5,1,0,0,35483.85,0
491,18,Male,49,48576.65,3,1,0,38271.13,0
492,18,Male,33,11037.27,4,0,1,57241.59,0
493,64,Male,21,36701.49,2,1,0,87350.03,0
494,51,Female,22,38129.82,4,0,1,117242.09,0
495,49,Female,48,46462.87,4,1,0,128749.02,0
496,65,Male,37,1527.47,1,0,1,111563.59,0
497,42,Male,15,43602.42,2,0,0,140717.59,0
498,57,Male,35,26361.31,4,1,0,116036.66,0
499,62,Male,71,31627.21,1,1,1,59814.83,0
500,18,Male,32,32223.51,4,0,1,54460.57,0
501,33,Male,11,40989.89,4,0,0,110505.02,0
502,56,Female,10,16670.37,1,1,0,45073.17,0
503,22,Male,57,36652.56,1,0,1,32052.93,0
504,39,Female,25,26428.91,1,1,0,89188.97,0
505,46,Female,2,39669.7,2,0,1,126813.4,0
506,20,Male,64,49527.3,4,1,1,33179.38,0
507,29,Female,35,10032.55,1,0,0,122945.87,0
508,43,Female,7,49732.43,3,1,1,125504.36,0
509,33,Female,18,4490.61,4,1,0,82695.62,0
510,68,Female,67,115.88,3,0,0,27450.34,0
511,54,Female,42,2208.1,2,1,1,42696.68,0
512,39,Female,39,17089.12,1,0,0,111965.42,0
513,46,Male,41,31645.32,3,1,1,112531.13,0
514,31,Female,24,3451.48,2,1,1,136786.19,0
